hunmin,jamo,chosung,simplified,traditional,intonation,priority
바오 비,ㅂㅏㅇㅗㅂㅣ,ㅂㅇㅂ,包庇 ,,"1,4",1
바오 셔,ㅂㅏㅇㅗㅅㅕ,ㅂㅇㅅ,报社 ,,"4,4",1
바오 셴,ㅂㅏㅇㅗㅅㅖㄴ,ㅂㅇㅅ,保险 ,,"3,3",1
바오 쇼우,ㅂㅏㅇㅗㅅㅛㅇㅜ,ㅂㅇㅅㅇ,保守 ,,"3,3",1
바 쇼우,ㅂㅏㅅㅛㅇㅜ,ㅂㅅㅇ,把手 ,,"3,3",1
바오 쉐,ㅂㅏㅇㅗㅅㅜㅔ,ㅂㅇㅅ,暴雪 ,,"4,3",1
바오 시아오,ㅂㅏㅇㅗㅅㅣㅇㅏㅇㅗ,ㅂㅇㅅㅇㅇ,报销 ,,"4,1",1
바오 안,ㅂㅏㅇㅗㅇㅏㄴ,ㅂㅇㅇ,保安 ,,"3,1",1
바오 양,ㅂㅏㅇㅗㅇㅑㅇ,ㅂㅇㅇ,保养 ,,"3,3",1
바오 웨이,ㅂㅏㅇㅗㅇㅜㅔㅇㅣ,ㅂㅇㅇㅇ,保卫 ,,"3,4",2
바오 웨이,ㅂㅏㅇㅗㅇㅜㅔㅇㅣ,ㅂㅇㅇㅇ,包围 ,,"1,2",1
바오 위안,ㅂㅏㅇㅗㅇㅜㅣㅇㅏㄴ,ㅂㅇㅇㅇ,抱怨 ,,"4,4",1
바오 쟈,ㅂㅏㅇㅗㅈㅑ,ㅂㅇㅈ,爆炸 ,,"4,4",1
바오 쟝,ㅂㅏㅇㅗㅈㅑㅇ,ㅂㅇㅈ,保障 ,,"3,4",1
바오 졍,ㅂㅏㅇㅗㅈㅕㅇ,ㅂㅇㅈ,保证 ,,"3,4",1
바오 졘,ㅂㅏㅇㅗㅈㅖㄴ,ㅂㅇㅈ,包间 ,,"1,1",1
바오 쥬앙,ㅂㅏㅇㅗㅈㅠㅇㅏㅇ,ㅂㅇㅈㅇ,包装 ,,"1,1",1
바오 즁,ㅂㅏㅇㅗㅈㅠㅇ,ㅂㅇㅈ,保重 ,,"3,4",1
바오 징 창 상,ㅂㅏㅇㅗㅈㅣㅇㅊㅏㅇㅅㅏㅇ,ㅂㅇㅈㅊㅅ,饱经沧桑 ,,"3,1,1,1",1
바오 ᅍᅳ,ㅂㅏㅇㅗㅈ`ᅳ,ㅂㅇ,报纸 ,,"4,3",1
바오 쯔,ㅂㅏㅇㅗㅉㅡ,ㅂㅇㅉ,包子 ,,"1,0",1
바오 쳰,ㅂㅏㅇㅗㅊㅖㄴ,ㅂㅇㅊ,抱歉 ,,"4,4",1
바오 쵸우,ㅂㅏㅇㅗㅊㅛㅇㅜ,ㅂㅇㅊㅇ,报酬 ,,"2,0",1
바오 쵸우,ㅂㅏㅇㅗㅊㅛㅇㅜ,ㅂㅇㅊㅇ,报仇 ,,"4,2",2
바오 춘,ㅂㅏㅇㅗㅊㅜㄴ,ㅂㅇㅊ,保存 ,,"3,2",1
바오 치,ㅂㅏㅇㅗㅊㅣ,ㅂㅇㅊ,抛弃 ,,"1,4",1
바오 ᅓᅳ,ㅂㅏㅇㅗㅊ`ᅳ,ㅂㅇㅊ`,保持 ,,"3,2",1
바오 쿼,ㅂㅏㅇㅗㅋㅜㅓ,ㅂㅇㅋ,包括 ,,"1,4",1
바오 ᅗᅡ,ㅂㅏㅇㅗㅍ`ㅏ,ㅂㅇㅍ`,爆发 ,,"4,1",1
바오 ᅗᅮ,ㅂㅏㅇㅗㅍ`ᅮ,ㅂㅇㅍ`,抱负 ,,"4,4",3
바오 ᅗᅮ,ㅂㅏㅇㅗㅍ`ᅮ,ㅂㅇㅍ`,包袱 ,,"1,0",2
바오 ᅗᅮ,ㅂㅏㅇㅗㅍ`ᅮ,ㅂㅇㅍ`,报复 ,,"4,4",1
바오 한,ㅂㅏㅇㅗㅎㅏㄴ,ㅂㅇㅎ,包含 ,,"1,2",1
바오 허,ㅂㅏㅇㅗㅎㅓ,ㅂㅇㅎ,饱和 ,,"3,2",1
바오 후,ㅂㅏㅇㅗㅎㅜ,ㅂㅇㅎ,保护 ,,"3,4",1
바워,ㅂㅏㅇㅜㅓ,ㅂㅇ,把握 ,,"3,4",1
바이,ㅂㅏㅇㅣ,ㅂㅇ,拜,拜,4,4
바이,ㅂㅏㅇㅣ,ㅂㅇ,百,百,3,3
바이,ㅂㅏㅇㅣ,ㅂㅇ,摆,摆,3,2
바이,ㅂㅏㅇㅣ,ㅂㅇ,白,白,2,1
바이 녠,ㅂㅏㅇㅣㄴㅖㄴ,ㅂㅇㄴ,拜年 ,,"4,2",1
바이 퉈,ㅂㅏㅇㅣㅌㅜㅓ,ㅂㅇㅌ,摆脱 ,,"3,1",2
바이 퉈,ㅂㅏㅇㅣㅌㅜㅓ,ㅂㅇㅌ,拜托 ,,"4,1",1
바이 ᅗᅡᆼ,ㅂㅏㅇㅣㅍ`ㅏㅇ,ㅂㅇ,拜访 ,,"4,3",1
바이 ᅗᅥᆫ 뎬,ㅂㅏㅇㅣㅍ`ㅓㄴㄷㅖㄴ,ㅂㅇㅍ`ㄷ,百分点 ,,"3,1,3",1
바이 화이,ㅂㅏㅇㅣㅎㅗㅏㅇㅣ,ㅂㅇㅎㅇ,败坏 ,,"4,4",1
바졔,ㅂㅏㅈㅖ,ㅂㅈ,巴结 ,,"1,0",1
반,ㅂㅏㄴ,ㅂ,伴,伴,4,8
반,ㅂㅏㄴ,ㅂ,半,半,4,1
반,ㅂㅏㄴ,ㅂ,扮,扮,4,10
반,ㅂㅏㄴ,ㅂ,瓣,瓣,4,9
반,ㅂㅏㄴ,ㅂ,办,办,4,2
반,ㅂㅏㄴ,ㅂ,板,板,3,5
반,ㅂㅏㄴ,ㅂ,版,版,3,4
반,ㅂㅏㄴ,ㅂ,搬,搬,1,7
반,ㅂㅏㄴ,ㅂ,班,班,1,3
반,ㅂㅏㄴ,ㅂ,般,般,1,6
반 궁 ᄵᅳ,ㅂㅏㄴㄱㅜㅇㅅ`ᅳ,ㅂㄱㅅ`,办公室 ,,"4,1,4",1
반 다오,ㅂㅏㄴㄷㅏㅇㅗ,ㅂㄷㅇ,半岛 ,,"2,3",1
반 수이,ㅂㅏㄴㅅㅜㅇㅣ,ㅂㅅㅇ,伴随 ,,"4,2",1
반 쥬 ᄛᅥᆫ,ㅂㅏㄴㅈㅠㄹ`ㅓㄴ,ㅂㅈㄹ`,班主任 ,,"1,3,4",1
반 투 얼 ᅗᅦ이,ㅂㅏㄴㅌㅜㅇㅓㄹㅍ`ㅔㅇㅣ,ㅂㅌㅇㅍ`ㅇ,半途而废 ,,"4,2,2,4",1
반뤼,ㅂㅏㄴㄹㅜㅣ,ㅂㄹ,伴侣 ,,"4,3",1
반리,ㅂㅏㄴㄹㅣ,ㅂㄹ,办理 ,,"4,3",1
반망,ㅂㅏㄴㅁㅏㅇ,ㅂㅁ,帮忙 ,,"1,2",1
반번,ㅂㅏㄴㅂㅓㄴ,ㅂㅂ,版本 ,,"3,3",1
반부,ㅂㅏㄴㅂㅜ,ㅂㅂ,颁布 ,,"1,4",1
반옌,ㅂㅏㄴㅇㅖㄴ,ㅂㅇ,扮演 ,,"4,3",1
반지,ㅂㅏㄴㅈㅣ,ㅂㅈ,班机,,"1,1",1
반ᅗᅡ,ㅂㅏㄴㅍ`ㅏ,ㅂㅍ`,办法 ,,"4,3",1
방,ㅂㅏㅇ,ㅂ,傍,傍,4,6
방,ㅂㅏㅇ,ㅂ,谤,谤,4,7
방,ㅂㅏㅇ,ㅂ,棒,棒,4,2
방,ㅂㅏㅇ,ㅂ,榜,榜,3,5
방,ㅂㅏㅇ,ㅂ,膀,膀,3,8
방,ㅂㅏㅇ,ㅂ,绑,绑,3,4
방,ㅂㅏㅇ,ㅂ,邦,邦,1,3
방,ㅂㅏㅇ,ㅂ,帮,帮,1,1
방 지아,ㅂㅏㅇㅈㅣㅇㅏ,ㅂㅈㅇ,绑架 ,,"3,4",1
방 치우,ㅂㅏㅇㅊㅣㅇㅜ,ㅂㅊㅇ,棒球 ,,"4,2",1
방양,ㅂㅏㅇㅇㅑㅇ,ㅂㅇ,榜样 ,,"3,4",1
방완,ㅂㅏㅇㅇㅗㅏㄴ,ㅂㅇ,傍晚 ,,"4,3",1
방쥬,ㅂㅏㅇㅈㅠ,ㅂㅈ,帮助 ,,"1,4",1
뱌오,ㅂㅑㅇㅗ,ㅂㅇ,表,表,3,1
뱌오,ㅂㅑㅇㅗ,ㅂㅇ,标,標,1,2
뱌오 거,ㅂㅑㅇㅗㄱㅓ,ㅂㅇㄱ,表格 ,,"3,2",1
뱌오 다,ㅂㅑㅇㅗㄷㅏ,ㅂㅇㄷ,表达 ,,"3,2",1
뱌오 뎬,ㅂㅑㅇㅗㄷㅖㄴ,ㅂㅇㄷ,标点 ,,"1,3",1
뱌오 몐,ㅂㅑㅇㅗㅁㅖㄴ,ㅂㅇㅁ,表面 ,,"3,4",1
뱌오 밍,ㅂㅑㅇㅗㅁㅣㅇ,ㅂㅇㅁ,表明 ,,"3,2",1
뱌오 번,ㅂㅑㅇㅗㅂㅓㄴ,ㅂㅇㅂ,标本 ,,"1,3",1
뱌오 셩,ㅂㅑㅇㅗㅅㅕㅇ,ㅂㅇㅅ,飙升 ,,"1,1",1
뱌오 셴,ㅂㅑㅇㅗㅅㅖㄴ,ㅂㅇㅅ,表现 ,,"3,4",1
뱌오 ᄵᅳ,ㅂㅑㅇㅗㅅ`ᅳ,ㅂㅇㅅ`,表示 ,,"3,4",1
뱌오 양,ㅂㅑㅇㅗㅇㅑㅇ,ㅂㅇㅇ,表扬 ,,"3,2",1
뱌오 옌,ㅂㅑㅇㅗㅇㅖㄴ,ㅂㅇㅇ,表演 ,,"3,3",1
뱌오 쟝,ㅂㅑㅇㅗㅈㅑㅇ,ㅂㅇㅈ,表彰 ,,"3,1",1
뱌오 줴,ㅂㅑㅇㅗㅈㅜㅔ,ㅂㅇㅈ,表决 ,,"3,2",1
뱌오 쥰,ㅂㅑㅇㅗㅈㅠㄴ,ㅂㅇㅈ,标准 ,,"1,3",1
뱌오 지,ㅂㅑㅇㅗㅈㅣ,ㅂㅇㅈ,标记 ,,"1,4",1
뱌오 ᅍᅳ,ㅂㅑㅇㅗㅈ`ᅳ,ㅂㅇㅈ`,标志 ,,"1,4",1
뱌오 칭,ㅂㅑㅇㅗㅊㅣㅇ,ㅂㅇㅊ,表情 ,,"3,2",1
뱌오 타이,ㅂㅑㅇㅗㅌㅏㅇㅣ,ㅂㅇㅌㅇ,表态 ,,"3,4",1
뱌오 티,ㅂㅑㅇㅗㅌㅣ,ㅂㅇㅌ,标题 ,,"1,2",1
번,ㅂㅓㄴ,ㅂ,笨,笨,4,3
번,ㅂㅓㄴ,ㅂ,本,本,3,1
번,ㅂㅓㄴ,ㅂ,奔,奔,1,2
번 라이,ㅂㅓㄴㄹㅏㅇㅣ,ㅂㄹㅇ,本来 ,,"3,2",1
번 쥬오,ㅂㅓㄴㅈㅠㅇㅗ,ㅂㅈㅇ,笨拙 ,,"4,1",1
번넝,ㅂㅓㄴㄴㅓㅇ,ㅂㄴ,本能 ,,"3,2",1
번링,ㅂㅓㄴㄹㅣㅇ,ㅂㄹ,本领 ,,"3,3",1
번ᄛᅥᆫ,ㅂㅓㄴㄹ`ㅓㄴ,ㅂㄹ`,本人 ,,"3,2",1
번보,ㅂㅓㄴㅂㅗ,ㅂㅂ,奔波 ,,"1,1",1
번션,ㅂㅓㄴㅅㅕㄴ,ㅂㅅ,本身 ,,"3,1",1
번ᄵᅳ,ㅂㅓㄴㅅ`ᅳ,ㅂㅅ`,本事 ,,"3,4",1
번져,ㅂㅓㄴㅈㅕ,ㅂㅈ,本着 ,,"3,0",1
번ᅍᅳ,ㅂㅓㄴㅈ`ᅳ,ㅂㅈ`,本质 ,,"3,4",1
번쳰,ㅂㅓㄴㅊㅖㄴ,ㅂㅊ,本钱 ,,"3,2",1
번ᅓᅳ,ㅂㅓㄴㅊ`ᅳ,ㅂㅊ`,奔驰 ,,"1,2",1
번커,ㅂㅓㄴㅋㅓ,ㅂㅋ,本科 ,,"3,1",1
벙,ㅂㅓㅇ,ㅂ,崩,崩,1,1
벙 쿠이,ㅂㅓㅇㅋㅜㅇㅣ,ㅂㅋㅇ,崩溃 ,,"1,4",1
베이,ㅂㅔㅇㅣ,ㅂㅇ,呗,呗,0,5
베이,ㅂㅔㅇㅣ,ㅂㅇ,倍,倍,4,7
베이,ㅂㅔㅇㅣ,ㅂㅇ,背,背,4,2
베이,ㅂㅔㅇㅣ,ㅂㅇ,辈,辈,4,11
베이,ㅂㅔㅇㅣ,ㅂㅇ,备,備,4,8
베이,ㅂㅔㅇㅣ,ㅂㅇ,贝,貝,4,9
베이,ㅂㅔㅇㅣ,ㅂㅇ,被,被,4,1
베이,ㅂㅔㅇㅣ,ㅂㅇ,杯,杯,1,4
베이,ㅂㅔㅇㅣ,ㅂㅇ,卑,卑,1,12
베이,ㅂㅔㅇㅣ,ㅂㅇ,悲,悲,1,6
베이,ㅂㅔㅇㅣ,ㅂㅇ,碑,碑,1,10
베이,ㅂㅔㅇㅣ,ㅂㅇ,北,北,3,3
베이 가오,ㅂㅔㅇㅣㄱㅏㅇㅗ,ㅂㅇㄱㅇ,被告 ,,"4,4",1
베이 관,ㅂㅔㅇㅣㄱㅗㅏㄴ,ㅂㅇㄱ,悲观 ,,"1,1",1
베이 둥,ㅂㅔㅇㅣㄷㅜㅇ,ㅂㅇㄷ,被动 ,,"4,4",1
베이 비,ㅂㅔㅇㅣㅂㅣ,ㅂㅇㅂ,卑鄙 ,,"1,3",1
베이 샤,ㅂㅔㅇㅣㅅㅑ,ㅂㅇㅅ,被杀,,"4,1",1
베이 숭,ㅂㅔㅇㅣㅅㅜㅇ,ㅂㅇㅅ,背诵 ,,"4,4",1
베이 쉰,ㅂㅔㅇㅣㅅㅜㅣㄴ,ㅂㅇㅅ,培训 ,,"2,4",1
베이 아이,ㅂㅔㅇㅣㅇㅏㅇㅣ,ㅂㅇㅇㅇ,悲哀 ,,"1,1",1
베이 왕 루,ㅂㅔㅇㅣㅇㅗㅏㅇㄹㅜ,ㅂㅇㅇㄹ,备忘录 ,,"4,4,4",1
베이 지,ㅂㅔㅇㅣㅈㅣ,ㅂㅇㅈ,北极 ,,"3,2",1
베이 징,ㅂㅔㅇㅣㅈㅣㅇ,ㅂㅇㅈ,背景 ,,"4,3",1
베이 쯔,ㅂㅔㅇㅣㅉㅡ,ㅂㅇㅉ,被子 ,,"4,0",1
베이 찬,ㅂㅔㅇㅣㅊㅏㄴ,ㅂㅇㅊ,悲惨 ,,"1,3",1
베이 커,ㅂㅔㅇㅣㅋㅓ,ㅂㅇㅋ,贝壳 ,,"4,2",1
베이 판,ㅂㅔㅇㅣㅍㅏㄴ,ㅂㅇㅍ,背叛 ,,"4,4",1
베이 ᅗᅡᆼ,ㅂㅔㅇㅣㅍ`ㅏㅇ,ㅂㅇㅍ`,北方 ,,"3,1",1
베이 ᅗᅥᆫ,ㅂㅔㅇㅣㅍ`ㅓㄴ,ㅂㅇㅍ`,备份 ,,"4,4",1
볘,ㅂㅖ,ㅂ,别,彆,4,2
볘,ㅂㅖ,ㅂ,别,别,2,1
볘뉴,ㅂㅖㄴㅠ,ㅂㄴ,别扭 ,,"4,0",1
볘ᄛᅥᆫ,ㅂㅖㄹ`ㅓㄴ,ㅂㄹ`,别人 ,,"2,2",1
볘슈,ㅂㅖㅅㅠ,ㅂㅅ,别墅 ,,"2,4",1
볘ᅍᅳ,ㅂㅖㅈ`ᅳ,ㅂㅈ`,别致 ,,"2,0",1
볜,ㅂㅖㄴ,ㅂ,辩,辩,4,6
볜,ㅂㅖㄴ,ㅂ,辫,辫,4,8
볜,ㅂㅖㄴ,ㅂ,变,變,4,3
볜,ㅂㅖㄴ,ㅂ,便,便,4,1
볜,ㅂㅖㄴ,ㅂ,遍,遍,4,4
볜,ㅂㅖㄴ,ㅂ,扁,扁,3,7
볜,ㅂㅖㄴ,ㅂ,边,邊,1,2
볜,ㅂㅖㄴ,ㅂ,鞭,鞭,4,9
볜,ㅂㅖㄴ,ㅂ,编,编,1,5
볜 위안,ㅂㅖㄴㅇㅜㅣㅇㅏㄴ,ㅂㅇㅇ,边缘 ,,"1,2",1
볜 자오,ㅂㅖㄴㅈㅏㅇㅗ,ㅂㅈㅇ,编造 ,,"1,4",1
볜 지앙,ㅂㅖㄴㅈㅣㅇㅏㅇ,ㅂㅈㅇ,边疆 ,,"1,1",1
볜 탸오,ㅂㅖㄴㅌㅑㅇㅗ,ㅂㅌㅇ,便条 ,,"4,2",1
볜 파오,ㅂㅖㄴㅍㅏㅇㅗ,ㅂㅍㅇ,鞭炮 ,,"1,4",1
볜구,ㅂㅖㄴㄱㅜ,ㅂㄱ,变故 ,,"4,4",1
볜디,ㅂㅖㄴㄷㅣ,ㅂㄷ,贬低 ,,"3,1",1
볜룬,ㅂㅖㄴㄹㅜㄴ,ㅂㄹ,辩论 ,,"4,4",1
볜리,ㅂㅖㄴㄹㅣ,ㅂㄹ,便利 ,,"4,4",1
볜ᄛᅥᆫ,ㅂㅖㄴㄹ`ㅓㄴ,ㅂㄹ`,辨认 ,,"4,4",1
볜부,ㅂㅖㄴㅂㅜ,ㅂㅂ,遍布 ,,"4,4",1
볜위,ㅂㅖㄴㅇㅜㅣ,ㅂㅇ,便于 ,,"4,2",1
볜이,ㅂㅖㄴㅇㅣ,ㅂㅇ,贬义 ,,"3,4",1
볜졍,ㅂㅖㄴㅈㅕㅇ,ㅂㅈ,辩证 ,,"4,4",1
볜졔,ㅂㅖㄴㅈㅖ,ㅂㅈ,辩解 ,,"4,3",2
볜졔,ㅂㅖㄴㅈㅖ,ㅂㅈ,边界 ,,"1,4",1
볜지,ㅂㅖㄴㅈㅣ,ㅂㅈ,编辑 ,,"1,2",1
볜징,ㅂㅖㄴㅈㅣㅇ,ㅂㅈ,边境 ,,"1,4",1
볜ᅍᅳ,ㅂㅖㄴㅈ`ᅳ,ㅂㅈ`,编织 ,,"1,1",2
볜ᅍᅳ,ㅂㅖㄴㅈ`ᅳ,ㅂㅈ`,变质 ,,"4,4",1
볜쯔,ㅂㅖㄴㅉㅡ,ㅂㅉ,辫子 ,,"4,0",1
볜처,ㅂㅖㄴㅊㅓ,ㅂㅊ,鞭策 ,,"1,4",1
볜쳰,ㅂㅖㄴㅊㅖㄴ,ㅂㅊ,变迁 ,,"4,1",1
볜화,ㅂㅖㄴㅎㅗㅏ,ㅂㅎ,变化 ,,"4,4",1
볜후,ㅂㅖㄴㅎㅜ,ㅂㅎ,辩护 ,,"4,4",1
보,ㅂㅗ,ㅂ,博,博,2,1
보,ㅂㅗ,ㅂ,泊,泊,2,5
보,ㅂㅗ,ㅂ,膊,膊,2,9
보,ㅂㅗ,ㅂ,舶,舶,2,10
보,ㅂㅗ,ㅂ,驳,驳,2,6
보,ㅂㅗ,ㅂ,搏,搏,2,4
보,ㅂㅗ,ㅂ,脖,脖,2,8
보,ㅂㅗ,ㅂ,剥,剥,1,3
보,ㅂㅗ,ㅂ,播,播,1,2
보,ㅂㅗ,ㅂ,玻,玻,1,7
보 다 징 션,ㅂㅗㄷㅏㅈㅣㅇㅅㅕㄴ,ㅂㄷㅈㅅ,博大精深 ,,"2,4,1,1",1
보 더우,ㅂㅗㄷㅓㅇㅜ,ㅂㄷㅇ,搏斗 ,,"2,4",1
보 란 후이,ㅂㅗㄹㅏㄴㅎㅜㅇㅣ,ㅂㄹㅎㅇ,博览会 ,,"2,3,4",1
보 우 관,ㅂㅗㅇㅜㄱㅗㅏㄴ,ㅂㅇㄱ,博物馆 ,,"2,4,3",1
보다,ㅂㅗㄷㅏ,ㅂㄷ,拨打 ,,"1,3",1
보더,ㅂㅗㄷㅓ,ㅂㄷ,博得 ,,"2,2",1
보랑,ㅂㅗㄹㅏㅇ,ㅂㄹ,波浪 ,,"1,4",1
보리,ㅂㅗㄹㅣ,ㅂㄹ,玻璃 ,,"1,0",1
보ᄛᅯ,ㅂㅗㄹ`ㅜㅓ,ㅂㄹ`,薄弱 ,,"2,4",1
보모,ㅂㅗㅁㅗ,ㅂㅁ,伯母 ,,"2,3",1
보쉐,ㅂㅗㅅㅜㅔ,ㅂㅅ,剥削 ,,"1,1",1
보ᄵᅳ,ㅂㅗㅅ`ᅳ,ㅂㅅ`,博士 ,,"2,4",1
보즁,ㅂㅗㅈㅠㅇ,ㅂㅈ,播种 ,,"1,3",1
보쯔,ㅂㅗㅉㅡ,ㅂㅉ,脖子 ,,"2,0",1
보ᅗᅡᆼ,ㅂㅗㅍ`ㅏㅇ,ㅂㅍ`,播放 ,,"1,4",1
부 ,ㅂㅜ,ㅂ,步,步,4,3
부 ,ㅂㅜ,ㅂ,不,不,4,1
부 ,ㅂㅜ,ㅂ,部,部,4,4
부 ,ㅂㅜ,ㅂ,布,布,4,5
부 ,ㅂㅜ,ㅂ,补,補,3,2
부 가오,ㅂㅜㄱㅏㅇㅗ,ㅂㄱㅇ,布告 ,,"4,4",1
부 간 당,ㅂㅜㄱㅏㄴㄷㅏㅇ,ㅂㄱㄷ,不敢当 ,,"4,3,1",1
부 거우  ,ㅂㅜㄱㅓㅇㅜ,ㅂㄱㅇ,不够 ,,"2,4",1
부 나이 ᅗᅡᆫ,ㅂㅜㄴㅏㅇㅣㅍ`ㅏㄴ,ㅂㄴㅇㅍ`,不耐烦 ,,"2,4,2",1
부 더 랴오,ㅂㅜㄷㅓㄹㅑㅇㅗ,ㅂㄷㄹㅇ,不得了 ,,"4,2,3",1
부 더 부,ㅂㅜㄷㅓㅂㅜ,ㅂㄷㅂ,不得不 ,,"4,2,4",1
부 더 이,ㅂㅜㄷㅓㅇㅣ,ㅂㄷㅇ,不得已 ,,"4,2,3",1
부 랴오,ㅂㅜㄹㅑㅇㅗ,ㅂㄹㅇ,不了 ,,"4,3",2
부 랴오,ㅂㅜㄹㅑㅇㅗ,ㅂㄹㅇ,不料 ,,"2,4",1
부 셰 이 구,ㅂㅜㅅㅖㅇㅣㄱㅜ,ㅂㅅㅇㄱ,不屑一顾 ,,"2,4,2,4",1
부 시앙 샹 시아,ㅂㅜㅅㅣㅇㅏㅇㅅㅑㅇㅅㅣㅇㅏ,ㅂㅅㅇㅅㅅㅇ,不相上下 ,,"4,1,4,4",1
부 시앙 화,ㅂㅜㅅㅣㅇㅏㅇㅎㅗㅏ,ㅂㅅㅇㅎ,不像话 ,,"2,4,4",1
부 야오 진,ㅂㅜㅇㅑㅇㅗㅈㅣㄴ,ㅂㅇㅇㅈ,不要紧 ,,"4,4,3",1
부 옌 얼 위,ㅂㅜㅇㅖㄴㅇㅓㄹㅇㅜㅣ,ㅂㅇㅇㅇ,不言而喻 ,,"4,2,2,4",1
부 웨이,ㅂㅜㅇㅜㅔㅇㅣ,ㅂㅇㅇ,部位 ,,"4,4",1
부 유 더,ㅂㅜㅇㅠㄷㅓ,ㅂㅇㄷ,不由得 ,,"4,2,0",1
부 저 쇼우 돤,ㅂㅜㅈㅓㅅㅛㅇㅜㄷㅗㅏㄴ,ㅂㅈㅅㅇㄷ,不择手段 ,,"4,2,3,4",1
부 졘 더,ㅂㅜㅈㅖㄴㄷㅓ,ㅂㅈㄷ,不见得 ,,"2,4,0",1
부 죠우,ㅂㅜㅈㅛㅇㅜ,ㅂㅈㅇ,步骤 ,,"4,4",1
부 지우,ㅂㅜㅈㅣㅇㅜ,ㅂㅈㅇ,补救 ,,"3,4",2
부 지우,ㅂㅜㅈㅣㅇㅜ,ㅂㅈㅇ,不久,,"4,3",1
부 ᅍᅳ 부 줴,ㅂㅜㅈ`ᅳㅂㅜㅈㅜㅔ,ㅂㅈ`ㅂㅈ,不知不觉 ,,"4,1,4,2",1
부 커 쓰 이,ㅂㅜㅋㅓㅆㅡㅇㅣ,ㅂㅋㅆㅇ,不可思议 ,,"4,3,1,4",1
부 커 치,ㅂㅜㅋㅓㅊㅣ,ㅂㅋㅊ,不客气 ,,"2,4,0",1
부 쿠이,ㅂㅜㅋㅜㅇㅣ,ㅂㅋㅇ,不愧 ,,"2,4",1
부 퍄오,ㅂㅜㅍㅑㅇㅗ,ㅂㅍㅇ,补票,,"3,4",1
부 하오 이 쓰,ㅂㅜㅎㅏㅇㅗㅇㅣㅆㅡ,ㅂㅎㅇㅇㅆ,不好意思 ,,"4,3,4,0",1
부관,ㅂㅜㄱㅗㅏㄴ,ㅂㄱ,不管 ,,"4,3",1
부구,ㅂㅜㄱㅜ,ㅂㄱ,不顾 ,,"2,4",1
부궈,ㅂㅜㄱㅜㅓ,ㅂㄱ,不过 ,,"2,4",1
부단,ㅂㅜㄷㅏㄴ,ㅂㄷ,不但 ,,"2,4",1
부돤,ㅂㅜㄷㅗㅏㄴ,ㅂㄷ,不断 ,,"2,4",1
부ᄛᅡᆫ,ㅂㅜㄹ`ㅏㄴ,ㅂㄹ`,不然 ,,"4,2",1
부ᄛᅮ,ㅂㅜㄹ`ᅮ,ㅂㄹ`,不如 ,,"4,2",1
부만,ㅂㅜㅁㅏㄴ,ㅂㅁ,不满 ,,"4,3",1
부먼,ㅂㅜㅁㅓㄴ,ㅂㅁ,部门 ,,"1,2",1
부몐,ㅂㅜㅁㅖㄴ,ㅂㅁ,不免 ,,"4,3",1
부비,ㅂㅜㅂㅣ,ㅂㅂ,不必 ,,"2,4",1
부샹,ㅂㅜㅅㅑㅇ,ㅂㅅ,不上 ,,"2,4",1
부슈,ㅂㅜㅅㅠ,ㅂㅅ,部署 ,,"4,3",1
부시,ㅂㅜㅅㅣ,ㅂㅅ,不惜 ,,"4,1",1
부ᄵᅳ,ㅂㅜㅅ`ᅳ,ㅂㅅ`,不时 ,,"4,2",1
부안,ㅂㅜㅇㅏㄴ,ㅂㅇ,不安 ,,"4,1",1
부주,ㅂㅜㅈㅜ,ㅂㅈ,不足 ,,"4,2",1
부쥐,ㅂㅜㅈㅜㅣ,ㅂㅈ,布局 ,,"4,2",1
부지,ㅂㅜㅈㅣ,ㅂㅈ,不禁 ,,"4,1",1
부진,ㅂㅜㅈㅣㄴ,ㅂㅈ,不仅 ,,"4,3",1
부ᅍᅳ,ㅂㅜㅈ`ᅳ,ㅂ,不止 ,,"4,3",1
부ᅍᅳ,ㅂㅜㅈ`ᅳ,ㅂ,布置 ,,"4,4",2
부챵,ㅂㅜㅊㅑㅇ,ㅂㅊ,补偿 ,,"3,2",1
부츙,ㅂㅜㅊㅠㅇ,ㅂㅊ,补充 ,,"3,1",1
부칸,ㅂㅜㅋㅏㄴ,ㅂㅋ,不堪 ,,"4,1",1
부컨,ㅂㅜㅋㅓㄴ,ㅂㅋ,不肯 ,,"4,3",1
부톄,ㅂㅜㅌㅖ,ㅂㅌ,补贴 ,,"3,1",1
부팅,ㅂㅜㅌㅣㅇ,ㅂㅌ,不停,,"4,2",1
부ᅗᅡ,ㅂㅜㅍ`ㅏ,ㅂㅍ`,步伐 ,,"4,2",1
부ᅗᅡᆼ,ㅂㅜㅍ`ㅏㅇ,ㅂㅍ`,不妨 ,,"4,2",1
부ᅗᅥᆫ,ㅂㅜㅍ`ㅓㄴ,ㅂㅍ`,部分 ,,"4,0",1
비,ㅂㅣ,ㅂ,鼻,鼻,3,6
비,ㅂㅣ,ㅂ,壁,壁,4,5
비,ㅂㅣ,ㅂ,碧,碧,4,9
비,ㅂㅣ,ㅂ,臂,臂,4,10
비,ㅂㅣ,ㅂ,币,幣,4,7
비,ㅂㅣ,ㅂ,闭,闭,4,13
비,ㅂㅣ,ㅂ,蔽,蔽,4,14
비,ㅂㅣ,ㅂ,避,避,4,11
비,ㅂㅣ,ㅂ,必,必,4,2
